timestamp_utc,target_url,concurrency,target_rps,warmup_runs,measured_runs,timeout_ms,total_measured_requests,successful_requests,failed_requests,error_rate,throughput_rps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,rss_mb_before,rss_mb_after,rss_mb_delta,p95_budget_ms,max_error_rate_budget,passed_p95_budget,passed_error_rate_budget,passed,errors
2026-08-27T22:46:01.889320+00:00,http://localhost:8000/predict,20,100,200,2000,500,2000,2000,0,0.0,102.701,78.655,73.837,149.993,174.97,6.322,273.025,39.777,41.891,2.113,50,0.01,False,True,False,
